symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-ETH,2024-02-26 00:00:00,2024-03-05 00:00:00,4293145.5,5096467.541632656,432,345006965.56831455,TARGET,9
KRW-BTC,2024-03-05 00:00:00,2024-03-05 00:00:00,95547750.0,89300228.92867623,16,-101439120.97260976,STOP,1
KRW-SOL,2024-02-29 00:00:00,2024-03-12 00:00:00,167383.65,217675.54518634966,11256,563918459.0670431,TARGET,13
KRW-XRP,2024-03-12 00:00:00,2024-03-15 00:00:00,1006.503,894.2563278089983,1650897,-186876673.31610918,STOP,4
KRW-ETH,2024-03-05 00:00:00,2024-03-19 00:00:00,5078538.0,4723216.8831170965,305,-109867708.26896095,STOP,15
KRW-BTC,2024-03-12 00:00:00,2024-03-19 00:00:00,100454202.0,92925320.29371983,16,-122009143.47883248,STOP,8
KRW-DOGE,2024-03-04 00:00:00,2024-03-20 00:00:00,213.80685,183.75675219745605,9072481,-274432385.47533536,STOP,17
KRW-ADA,2024-03-01 00:00:00,2024-04-03 00:00:00,919.4595,825.7674974729582,2254177,-213165382.45914078,STOP,34
KRW-ETH,2024-04-09 00:00:00,2024-04-12 00:00:00,5262630.0,4812356.637016819,482,-219459832.73741436,STOP,4
KRW-DOGE,2024-03-28 00:00:00,2024-04-13 00:00:00,274.03695,222.8240052323813,9890451,-508976210.2556081,STOP,17
KRW-BTC,2024-04-09 00:00:00,2024-04-13 00:00:00,102101025.0,95200841.61903985,24,-167972023.54247236,STOP,5
KRW-DOT,2024-05-22 00:00:00,2024-06-07 00:00:00,10505.25,9504.971666991261,134251,-135631562.6192639,STOP,17
KRW-DOGE,2024-05-26 00:00:00,2024-06-07 00:00:00,241.62075,208.82746078946468,4669634,-154184372.40951967,STOP,13
KRW-SOL,2024-05-18 00:00:00,2024-06-11 00:00:00,234667.275,206036.8605805548,12371,-356912832.21359015,STOP,25
KRW-BTC,2024-05-21 00:00:00,2024-06-18 00:00:00,97308630.0,90711164.94136797,23,-153903923.9903624,STOP,29
KRW-ETH,2024-05-21 00:00:00,2024-07-04 00:00:00,4994496.0,4562174.836923665,465,-203251266.80008054,STOP,45
KRW-ADA,2024-07-14 00:00:00,2024-07-25 00:00:00,618.5091,552.5134612476895,4369206,-290906760.21079683,STOP,12
KRW-DOGE,2024-07-21 00:00:00,2024-08-01 00:00:00,187.99395,166.91855794421517,5250531,-111588738.88867652,STOP,12
KRW-BTC,2024-07-16 00:00:00,2024-08-03 00:00:00,91207581.0,85015748.65512879,17,-106759048.16487908,STOP,19
KRW-SOL,2024-07-16 00:00:00,2024-08-03 00:00:00,224061.975,198609.01331339078,7236,-185706854.40002227,STOP,19
KRW-XRP,2024-07-14 00:00:00,2024-08-05 00:00:00,737.3685,669.5673497442336,3664916,-251063671.24411297,STOP,23
KRW-ADA,2024-08-25 00:00:00,2024-08-27 00:00:00,526.96335,475.8674618945781,4769370,-246086631.44801903,STOP,3
KRW-ADA,2024-09-25 00:00:00,2024-10-01 00:00:00,513.75675,470.5751554109977,1847801,-80700418.4027282,STOP,7
KRW-ETH,2024-09-22 00:00:00,2024-10-02 00:00:00,3481740.0,3191430.4025466074,454,-133315366.92521834,STOP,11
KRW-DOGE,2024-09-22 00:00:00,2024-10-18 00:00:00,146.57325,184.61345955640888,10792066,408745357.77266765,TARGET,27
KRW-ETH,2024-10-21 00:00:00,2024-10-23 00:00:00,3739869.0,3512706.152148814,367,-84699612.70180464,STOP,3
KRW-BTC,2024-09-20 00:00:00,2024-10-29 00:00:00,83932945.5,100138665.67003503,29,467296846.5690503,TARGET,40
KRW-DOGE,2024-10-18 00:00:00,2024-10-29 00:00:00,176.38815000000002,228.1364161761096,6931763,357304682.58350253,TARGET,12
KRW-DOGE,2024-10-29 00:00:00,2024-11-03 00:00:00,225.01245,200.84557313469034,6040941,-147276968.89366722,STOP,6
KRW-BTC,2024-10-29 00:00:00,2024-11-04 00:00:00,97449700.5,93077016.50970621,13,-58083315.53438234,STOP,7
KRW-SOL,2024-09-21 00:00:00,2024-11-06 00:00:00,196098.0,254726.56193255263,10083,588878957.9369454,TARGET,47
KRW-DOGE,2024-11-07 00:00:00,2024-11-10 00:00:00,271.53569999999996,390.23890469112723,10045047,1189055491.669229,TARGET,4
KRW-ADA,2024-11-08 00:00:00,2024-11-10 00:00:00,560.28,721.8960260849799,1954489,314623745.737283,TARGET,3
KRW-BTC,2024-11-07 00:00:00,2024-11-11 00:00:00,104137042.5,122787651.84594522,26,481965821.9680791,TARGET,5
KRW-DOGE,2024-11-10 00:00:00,2024-11-11 00:00:00,303.1515,429.4276527386504,2169809,273200354.27828586,TARGET,2
KRW-DOT,2024-11-10 00:00:00,2024-11-11 00:00:00,6421.209,8014.3906246925935,102438,162462962.29308283,TARGET,2
KRW-XRP,2024-11-11 00:00:00,2024-11-12 00:00:00,814.70715,988.8258325102403,1791791,310368511.1705737,TARGET,2
KRW-BTC,2024-11-11 00:00:00,2024-11-13 00:00:00,111495720.0,130754302.38057587,13,248786945.80201244,TARGET,3
KRW-XRP,2024-11-15 00:00:00,2024-11-16 00:00:00,1095.5475,1491.4387223175381,1891796,746498405.7217114,TARGET,2
KRW-SOL,2024-11-07 00:00:00,2024-11-17 00:00:00,257528.7,334159.3352618975,10591,808461774.0680261,TARGET,11
KRW-ADA,2024-11-16 00:00:00,2024-11-22 00:00:00,995.4975,1431.2107060033475,1665541,723677317.8339536,TARGET,7
KRW-DOT,2024-11-23 00:00:00,2024-11-24 00:00:00,9197.5965,13026.69302731979,277696,1060238991.0983071,TARGET,2
KRW-ETH,2024-11-08 00:00:00,2024-11-27 00:00:00,3982990.5,4964449.100081119,274,267693857.1970153,TARGET,20
KRW-BTC,2024-11-14 00:00:00,2024-12-03 00:00:00,128175055.5,118863776.22509922,19,-179261175.12450314,STOP,20
KRW-SOL,2024-11-18 00:00:00,2024-12-03 00:00:00,334367.1,296601.7084731644,7767,-295774163.3566375,STOP,16
KRW-ADA,2024-11-23 00:00:00,2024-12-03 00:00:00,1412.706,1200.416118993001,1807980,-386178095.3273821,STOP,11
KRW-ETH,2024-11-28 00:00:00,2024-12-03 00:00:00,5073535.5,4516131.772546979,498,-279974883.42246866,STOP,6
KRW-ADA,2024-12-03 00:00:00,2024-12-03 00:00:00,1675.8375,1401.8879940101667,1206389,-332346137.672066,STOP,1
KRW-DOT,2024-12-05 00:00:00,2024-12-09 00:00:00,14797.395,11561.00505572828,253407,-823463568.1495252,STOP,5
KRW-BTC,2024-12-16 00:00:00,2024-12-30 00:00:00,149317621.5,137774738.68576932,18,-210355721.8978243,STOP,15
KRW-ETH,2024-12-05 00:00:00,2025-01-13 00:00:00,5405701.5,4658805.266931038,693,-521086441.11153173,STOP,40
KRW-DOGE,2025-01-18 00:00:00,2025-01-20 00:00:00,608.40405,529.3522685508401,4733984,-376922928.65577936,STOP,3
KRW-SOL,2025-01-19 00:00:00,2025-01-27 00:00:00,390195.0,344676.71129430964,4498,-206393989.0768962,STOP,9
KRW-XRP,2025-01-12 00:00:00,2025-02-03 00:00:00,3853.926,3370.2874995765565,724945,-353229891.41719913,STOP,23
KRW-BTC,2025-01-18 00:00:00,2025-02-18 00:00:00,152510217.0,143146683.56227764,18,-171204513.98406315,STOP,32
KRW-XRP,2025-03-03 00:00:00,2025-03-03 00:00:00,4441.2195,3754.2109961110427,724465,-500682267.04709625,STOP,1
KRW-ADA,2025-03-03 00:00:00,2025-03-03 00:00:00,1726.863,1450.4441091408482,1863212,-517986992.84218025,STOP,1
KRW-DOT,2025-04-25 00:00:00,2025-05-06 00:00:00,6128.0625,5462.737336481943,251825,-169004935.8873458,STOP,12
KRW-XRP,2025-04-29 00:00:00,2025-05-06 00:00:00,3304.6515,2973.8679910719848,373583,-124747869.68937135,STOP,8
KRW-ADA,2025-04-24 00:00:00,2025-06-05 00:00:00,1001.5005,876.9188154795517,1926112,-241767300.52733827,STOP,43
KRW-DOGE,2025-05-10 00:00:00,2025-06-05 00:00:00,286.74330000000003,255.96260524656182,4141824,-128612116.43811035,STOP,27
KRW-ETH,2025-05-09 00:00:00,2025-06-11 00:00:00,3098548.5,3938250.5238314276,479,400531956.0490463,TARGET,34
KRW-SOL,2025-04-20 00:00:00,2025-06-18 00:00:00,201900.9,202748.575,14927,9633143.368338108,TIME_EXIT,60
KRW-BTC,2025-04-23 00:00:00,2025-06-21 00:00:00,133922928.0,142710609.0,18,155688556.16699982,TIME_EXIT,60
KRW-XRP,2025-07-10 00:00:00,2025-07-11 00:00:00,3260.6295,3927.4884779690665,918299,609075511.8344903,TARGET,2
KRW-ETH,2025-07-10 00:00:00,2025-07-17 00:00:00,3752875.5,4647773.883308324,797,709886352.7174854,TARGET,8
KRW-DOGE,2025-07-10 00:00:00,2025-07-18 00:00:00,244.82235,322.1437724862785,12230233,942191949.0080686,TARGET,9
KRW-ADA,2025-07-11 00:00:00,2025-07-18 00:00:00,914.457,1174.4176487255372,683680,177015835.41075492,TARGET,8
KRW-ADA,2025-07-18 00:00:00,2025-08-01 00:00:00,1117.5585,1001.2594906702545,1642718,-192786786.23413992,STOP,15
KRW-DOGE,2025-07-19 00:00:00,2025-08-01 00:00:00,322.66125,285.1311413812479,7488606,-283323955.4574642,STOP,14
KRW-ETH,2025-07-21 00:00:00,2025-08-02 00:00:00,5129563.5,4734272.378427957,376,-150483862.85623264,STOP,13
KRW-BTC,2025-07-10 00:00:00,2025-08-11 00:00:00,150825375.0,166769381.48770985,19,299918973.079854,TARGET,33
KRW-BTC,2025-08-14 00:00:00,2025-08-18 00:00:00,168135025.5,162258866.00366142,16,-96661703.07344627,STOP,5
KRW-SOL,2025-08-14 00:00:00,2025-08-19 00:00:00,275037.45,248227.93208572207,10035,-271658996.3243942,STOP,6
KRW-ETH,2025-08-08 00:00:00,2025-08-22 00:00:00,5385691.5,6718680.177733882,493,654179690.5042429,TARGET,15
KRW-ETH,2025-08-23 00:00:00,2025-08-29 00:00:00,6667332.0,6019940.654707467,419,-273914957.2987323,STOP,7
KRW-ADA,2025-08-14 00:00:00,2025-09-01 00:00:00,1232.616,1096.1730540464089,2239346,-308150447.4759021,STOP,19
KRW-DOT,2025-07-11 00:00:00,2025-09-08 00:00:00,5238.618,5632.1825,119343,46320491.151464105,TIME_EXIT,60
KRW-XRP,2025-09-13 00:00:00,2025-09-22 00:00:00,4313.1555,4014.487888254191,541384,-163948092.761446,STOP,10
KRW-DOGE,2025-09-12 00:00:00,2025-09-25 00:00:00,356.178,321.53230875865995,8194901,-286694894.24282646,STOP,14
KRW-DOT,2025-09-13 00:00:00,2025-09-25 00:00:00,5997.9975,5504.457418776215,389309,-194378600.09213758,STOP,13
KRW-BTC,2025-09-17 00:00:00,2025-10-05 00:00:00,162281100.0,178129522.48488447,8,125425737.38913608,TARGET,19
KRW-BTC,2025-10-06 00:00:00,2025-10-10 00:00:00,177090501.0,170980646.6812275,15,-94258348.38919687,STOP,5
KRW-ETH,2025-10-07 00:00:00,2025-10-10 00:00:00,6675336.0,6270468.739449162,342,-140678335.71883225,STOP,4
